external_compound_id,preferred_name,compound_family,target_relevance_tier,activity_relevance_tier,include_in_tier1_fks_set,include_in_tier2_cell_wall_set,include_in_tier3_broad_antifungal_set,use_for_pretraining,use_for_finetuning,use_for_papu_exact_regression,do_not_mix_with_papu_reason,decision_status,curator_note
EXT-FKS-0248,CHEMBL1684892,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0249,CHEMBL1684893,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0250,CHEMBL1684894,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0251,CHEMBL1684895,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0252,CHEMBL1684896,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0253,CHEMBL1684897,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0254,CHEMBL1684898,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0255,CHEMBL1770155,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0256,CHEMBL1770496,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0257,CHEMBL1770497,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0258,CHEMBL1770498,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0259,CHEMBL1770499,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0260,CHEMBL1770500,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0261,CHEMBL1770501,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0262,CHEMBL1770502,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0263,CHEMBL1770503,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0264,CHEMBL1770504,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0265,CHEMBL1770505,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0266,CHEMBL1770506,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0267,CHEMBL1770507,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0268,CHEMBL1770508,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0269,CHEMBL1770509,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0270,CHEMBL1770511,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0271,CHEMBL1770512,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0272,CHEMBL1770513,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0273,CHEMBL1770514,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0274,CHEMBL1770515,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0275,CHEMBL1770516,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0276,CHEMBL1770660,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0277,CHEMBL1770665,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0278,CHEMBL2046596,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0279,CHEMBL2046597,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0280,CHEMBL2046598,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0281,CHEMBL2046599,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0282,CHEMBL2046600,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0283,CHEMBL2046601,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0284,CHEMBL2046602,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0285,CHEMBL2046603,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0286,CHEMBL2046604,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0287,CHEMBL2046734,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0288,CHEMBL2046735,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0289,CHEMBL2046736,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0290,CHEMBL2046737,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0291,CHEMBL2046738,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0292,CHEMBL2046739,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0293,CHEMBL2046740,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0294,CHEMBL2046741,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0295,CHEMBL2046742,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0296,CHEMBL2046743,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0297,CHEMBL2046744,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0298,CHEMBL2046745,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0299,CHEMBL2046746,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0300,CHEMBL2046747,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0301,CHEMBL2046748,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0302,CHEMBL2059384,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0303,CHEMBL2059385,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0304,CHEMBL2059473,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0305,CHEMBL2059474,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0306,CHEMBL2059475,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0307,CHEMBL2059476,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0308,CHEMBL2059477,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0309,CHEMBL2059478,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0310,CHEMBL2059479,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0311,CHEMBL2059480,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0312,CHEMBL2059481,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0313,CHEMBL2059482,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0314,CHEMBL2059483,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0315,CHEMBL2059484,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0316,CHEMBL2059485,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0317,CHEMBL2059486,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0318,CHEMBL2059487,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0319,CHEMBL2059488,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0320,CHEMBL2059489,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0321,CHEMBL2059490,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0322,CHEMBL2059491,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0323,CHEMBL2059492,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0324,CHEMBL2059493,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0325,CHEMBL2059494,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0326,CHEMBL2059495,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0327,CHEMBL2059496,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0328,CHEMBL2059497,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0329,CHEMBL2059637,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0330,CHEMBL2059638,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0331,CHEMBL2059639,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0332,CHEMBL2059640,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0333,CHEMBL2059641,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0334,CHEMBL2059642,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0335,CHEMBL2059643,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0336,CHEMBL2059644,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0337,CHEMBL2059645,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0338,CHEMBL2369134,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0339,CHEMBL2370651,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0340,CHEMBL2370652,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
EXT-FKS-0341,CHEMBL2370654,mixed_fks,Tier 1,direct_fks,candidate_review,candidate_review,candidate_review,candidate_review,candidate_review,no,external database candidate; different series/assays; keep separate from curated Papulacandin exact regression,imported_candidate_needs_manual_review,"Promote only after structure, assay, endpoint, organism, and source reference are checked."
